0,-30.483004
1,-30.649715
2,-31.237185
3,-32.570400
4,-35.475963
5,-37.271097
6,-29.328224
7,-37.642100
8,10.174390
9,32.142616
10,40.158460
11,38.750115
12,27.315681
13,-3.172177
14,-26.039577
15,-28.861970
16,-37.054480
17,-42.024477
18,-38.847605
19,-37.022230
20,-36.243233
21,-35.975593
22,-35.978988
23,-36.125764
24,-36.357522
25,-36.640014
26,-36.943948
27,-37.265509
28,-37.592739
29,-37.917430
30,-38.240961
31,-38.559553
32,-38.868332
33,-39.175403
34,-39.470219
35,-39.758260
36,-40.041247
37,-40.307520
38,-40.578534
39,-40.832429
40,-41.085393
41,-41.325578
42,-41.564205
43,-41.795422
44,-42.014136
45,-42.237711
46,-42.447965
47,-42.653825
48,-42.855731
49,-43.057171
50,-43.240421
51,-43.432096
52,-43.619392
53,-43.787881
54,-43.975633
55,-44.137232
56,-44.302343
57,-44.474476
58,-44.629172
59,-44.779425
60,-44.947527
61,-45.086301
62,-45.236914
63,-45.378072
64,-45.526887
65,-45.660194
66,-45.796347
67,-45.932742
68,-46.058568
69,-46.195666
70,-46.315700
71,-46.439023
72,-46.568141
73,-46.682536
74,-46.798515
75,-46.921974
76,-47.029852
77,-47.143111
78,-47.251091
79,-47.369020
80,-47.468341
81,-47.570742
82,-47.682872
83,-47.773757
84,-47.883492
85,-47.974499
86,-48.082411
87,-48.169621
88,-48.264604
89,-48.359745
90,-48.448050
91,-48.542566
92,-48.630228
93,-48.723071
94,-48.795204
95,-48.896184
96,-48.969784
97,-49.057276
98,-49.136311
99,-49.223917
100,-49.294478
101,-49.370171
102,-49.464802
103,-49.524267
104,-49.607281
105,-49.680849
106,-49.747770
107,-49.825899
108,-49.908708
109,-49.950231
110,-50.050081
111,-50.087811
112,-50.199036
113,-50.221508
114,-50.306815
115,-50.379917
116,-50.431002
117,-50.496153
118,-50.563868
119,-50.621217
120,-50.692977
121,-50.733858
122,-50.808156
123,-50.868171
124,-50.914844
125,-50.981238
126,-51.036826
127,-51.088737
128,-51.148529
129,-51.200988
130,-51.255459
131,-51.299162
132,-51.380214
133,-51.392140
134,-51.474561
135,-51.503376
136,-51.574960
137,-51.615466
138,-51.649838
139,-51.718259
140,-51.754210
141,-51.806104
142,-51.852481
143,-51.887198
144,-51.953412
145,-51.981487
146,-52.026730
147,-52.076937
148,-52.113793
149,-52.163773
150,-52.192318
151,-52.246106
152,-52.283233
153,-52.320841
154,-52.362497
155,-52.406277
156,-52.425724
157,-52.488872
158,-52.518174
159,-52.540098
160,-52.601717
161,-52.609925
162,-52.686584
163,-52.671934
164,-52.742268
165,-52.754937
166,-52.815589
167,-52.829307
168,-52.853161
169,-52.906106
170,-52.928210
171,-52.955601
172,-52.994092
173,-53.028873
174,-53.051320
175,-53.069498
176,-53.119139
177,-53.143240
178,-53.171942
179,-53.187042
180,-53.233680
181,-53.236083
182,-53.295921
183,-53.289233
184,-53.349272
185,-53.334689
186,-53.389833
187,-53.406733
188,-53.423307
189,-53.462269
190,-53.468483
191,-53.508471
192,-53.506900
193,-53.570557
194,-53.543522
195,-53.598047
196,-53.611160
197,-53.622490
198,-53.653818
199,-53.670549
200,-53.696092
201,-53.698478
202,-53.736660
203,-53.733167
204,-53.779326
205,-53.770135
206,-53.806650
207,-53.811877
208,-53.840721
209,-53.846388
210,-53.865351
211,-53.884894
212,-53.886547
213,-53.902667
214,-53.948178
215,-53.919760
216,-53.966045
217,-53.962415
218,-53.982069
219,-53.990546
220,-53.993643
221,-54.040302
222,-54.011563
223,-54.044014
224,-54.030587
225,-54.096212
226,-54.043922
227,-54.096623
228,-54.082682
229,-54.096578
230,-54.111024
231,-54.134372
232,-54.098746
233,-54.150176
234,-54.137282
235,-54.145594
236,-54.162808
237,-54.150707
238,-54.173577
239,-54.162919
240,-54.196268
241,-54.180024
242,-54.180307
243,-54.200442
244,-54.193030
245,-54.204877
246,-54.205077
247,-54.203130
248,-54.213194
249,-54.219065
250,-54.202894
251,-54.229914
252,-54.217859
253,-54.202916
254,-54.242988
255,-54.214368
256,-54.216045
257,-54.214368
258,-54.242988
259,-54.202916
260,-54.217859
261,-54.229914
262,-54.202894
263,-54.219065
264,-54.213194
265,-54.203130
266,-54.205077
267,-54.204877
268,-54.193030
269,-54.200442
270,-54.180307
271,-54.180024
272,-54.196268
273,-54.162919
274,-54.173577
275,-54.150707
276,-54.162808
277,-54.145594
278,-54.137282
279,-54.150176
280,-54.098746
281,-54.134372
282,-54.111024
283,-54.096578
284,-54.082682
285,-54.096623
286,-54.043922
287,-54.096212
288,-54.030587
289,-54.044014
290,-54.011563
291,-54.040302
292,-53.993643
293,-53.990546
294,-53.982069
295,-53.962415
296,-53.966045
297,-53.919760
298,-53.948178
299,-53.902667
300,-53.886547
301,-53.884894
302,-53.865351
